time,open,high,low,close,volume,tick_volume,real_volume,spread
2009-07-06 16:00:00,1.39324,1.39667,1.38993,1.39566,15799,15799,0,20
2009-07-06 20:00:00,1.39564,1.3989099999999999,1.39509,1.3973200000000001,7227,7227,0,20
2009-07-07 00:00:00,1.39736,1.39933,1.3948800000000001,1.39533,6224,6224,0,20
2009-07-07 04:00:00,1.39531,1.39866,1.39514,1.3952200000000001,8306,8306,0,20
2009-07-07 08:00:00,1.3952200000000001,1.39866,1.39032,1.3984,19190,19190,0,20
2009-07-07 12:00:00,1.39841,1.4049800000000001,1.3970799999999999,1.39848,20593,20593,0,20
2009-07-07 16:00:00,1.3985,1.40082,1.39283,1.39419,19534,19534,0,20
2009-07-07 20:00:00,1.39418,1.39444,1.39108,1.39197,8586,8586,0,20
2009-07-08 00:00:00,1.39198,1.39201,1.38807,1.38971,7620,7620,0,20
2009-07-08 04:00:00,1.38962,1.39255,1.38886,1.3915,7527,7527,0,20
2009-07-08 08:00:00,1.3914900000000001,1.39333,1.38596,1.39252,18083,18083,0,20
2009-07-08 12:00:00,1.39258,1.3937599999999999,1.38818,1.39048,18328,18328,0,20
2009-07-08 16:00:00,1.39046,1.39307,1.3833,1.38496,22582,22582,0,20
2009-07-08 20:00:00,1.38494,1.38941,1.38323,1.38741,8456,8456,0,20
2009-07-09 00:00:00,1.3873,1.39145,1.38583,1.3909799999999999,8077,8077,0,20
2009-07-09 04:00:00,1.39096,1.39321,1.3892,1.39206,8461,8461,0,20
2009-07-09 08:00:00,1.39208,1.39847,1.39099,1.39745,17386,17386,0,20
2009-07-09 12:00:00,1.39744,1.40066,1.3949799999999999,1.3957899999999999,19128,19128,0,20
2009-07-09 16:00:00,1.39588,1.4071500000000001,1.3946399999999999,1.40414,20825,20825,0,20
2009-07-09 20:00:00,1.4041299999999999,1.4059599999999999,1.40172,1.40236,7425,7425,0,20
2009-07-10 00:00:00,1.40224,1.40294,1.39819,1.39886,6197,6197,0,20
2009-07-10 04:00:00,1.3989,1.3992499999999999,1.39562,1.39591,9398,9398,0,20
2009-07-10 08:00:00,1.39593,1.39714,1.3881000000000001,1.3886,19497,19497,0,20
2009-07-10 12:00:00,1.38859,1.3936,1.38778,1.39215,18439,18439,0,20
2009-07-10 16:00:00,1.39218,1.39724,1.39074,1.39523,18175,18175,0,20
2009-07-10 20:00:00,1.39526,1.39585,1.39337,1.39353,5274,5274,0,20
2009-07-13 00:00:00,1.3946100000000001,1.39778,1.3946,1.39593,5956,5956,0,20
2009-07-13 04:00:00,1.39595,1.39612,1.39126,1.39141,10275,10275,0,20
2009-07-13 08:00:00,1.39144,1.39649,1.3896600000000001,1.3945400000000001,18853,18853,0,20
2009-07-13 12:00:00,1.39455,1.3991500000000001,1.3929,1.39295,19540,19540,0,20
2009-07-13 16:00:00,1.39293,1.39874,1.3915,1.3964699999999999,19063,19063,0,20
2009-07-13 20:00:00,1.39646,1.40004,1.39628,1.39871,9461,9461,0,20
2009-07-14 00:00:00,1.39872,1.40068,1.3967800000000001,1.39818,8611,8611,0,20
2009-07-14 04:00:00,1.3982,1.39942,1.39598,1.39906,10036,10036,0,20
2009-07-14 08:00:00,1.39907,1.40141,1.39631,1.3974199999999999,17645,17645,0,20
2009-07-14 12:00:00,1.39751,1.40096,1.39471,1.39711,11781,11781,0,20
2009-07-14 16:00:00,1.39717,1.39866,1.39172,1.39181,10942,10942,0,20
2009-07-14 20:00:00,1.39187,1.39726,1.39109,1.39716,4470,4470,0,20
2009-07-15 00:00:00,1.39725,1.39853,1.39626,1.39833,3217,3217,0,20
2009-07-15 04:00:00,1.39829,1.4001700000000001,1.39747,1.39994,6370,6370,0,20
2009-07-15 08:00:00,1.39991,1.40697,1.39978,1.40585,18012,18012,0,20
2009-07-15 12:00:00,1.40583,1.41025,1.40488,1.4091,17677,17677,0,20
2009-07-15 16:00:00,1.4090799999999999,1.41249,1.40724,1.4117899999999999,19744,19744,0,20
2009-07-15 20:00:00,1.41177,1.41338,1.40984,1.41011,8528,8528,0,20
